Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
1,43.0,1.0,17137.71,8,7,10,2.0,8,13.0,7.91,6.0,1486.83,23.62,1,18.57,77.23,4,328.61,12255,0,19.0,0,0,1,0,0,1,0,0,0,0
2,44.0,9.0,97431.9,7,3,17,2.0,17,9.0,14.37,0.0,1095.56,29.09,2,151.28,311.44,5,616.51,12378,0,19.0,0,0,0,0,1,0,0,1,0,0
1,37.0,15.0,21313.76,0,3,2,4.0,11,8.0,10.96,1.0,730.84,29.98,1,69.39,81.52,6,298.11,1429,1,24.0,0,0,1,1,0,0,1,0,1,0
4,40.0,12.0,17815.58,8,6,18,1.0,25,14.0,14.18,10.0,982.63,37.68,2,13.35,,6,293.85,6316,0,31.0,0,0,0,0,1,0,0,0,0,0
2,45.0,14.0,54876.2,3,4,8,5.0,17,17.0,11.01,7.0,310.47,24.8,2,145.62,157.34,5,453.03,3864,0,15.0,0,1,1,0,0,0,1,1,0,1
2,43.0,5.0,98459.7,3,7,9,4.0,0,12.0,1.8,3.0,24.1,31.19,0,196.56,502.51,5,397.53,4626,1,27.0,0,1,0,0,0,0,0,1,1,0
1,44.0,4.0,128331.42,0,3,8,2.0,7,9.0,3.33,5.0,462.96,29.68,0,114.99,351.86,2,851.98,1635,1,29.0,0,0,0,0,0,1,0,0,0,1
3,35.0,14.0,128189.37,2,7,7,2.0,4,1.0,10.63,2.0,913.1,30.0,1,153.27,541.61,5,624.16,964,1,31.0,0,0,0,1,0,0,0,1,0,0
2,42.0,8.0,67672.4,8,5,27,5.0,32,25.0,0.5,,1826.19,31.26,2,233.3,366.75,4,257.79,8858,0,16.0,0,1,1,0,0,0,0,1,1,0
1,52.0,7.0,60733.7,7,3,5,2.0,14,6.0,5.36,5.0,570.4,34.41,2,93.18,294.4,4,401.33,10230,0,29.0,0,1,0,1,0,0,0,0,0,0
1,27.0,12.0,21440.93,5,3,9,3.0,29,6.0,6.15,3.0,969.29,24.98,1,35.27,196.98,6,213.32,6840,0,33.0,0,1,0,0,0,0,0,1,1,0
4,50.0,13.0,34974.41,6,4,18,0.0,26,10.0,1.14,1.0,505.88,27.19,2,0.0,117.65,2,432.2,11910,0,32.0,1,0,0,0,0,0,0,0,0,0
4,54.0,1.0,56751.72,7,6,4024,4.0,14,20.0,4.0,1.0,768.79,37.45,1,121.45,107.13,1,468.65,7872,0,32.0,0,1,0,0,0,1,0,0,0,1
1,42.0,15.0,63331.9,5,4,20,0.0,11,19.0,8.86,8.0,362.71,31.76,2,0.0,36.16,1,718.81,433,0,8.0,1,0,0,0,0,0,0,0,0,0
4,44.0,5.0,67930.88,5,4,25,7.0,24,14.0,11.28,9.0,2486.49,33.2,2,379.6,90.99,2,352.39,5973,0,9.0,0,0,1,1,1,1,0,1,1,0
4,46.0,4.0,21809.35,5,7,10,1.0,4,0.0,1.56,5.0,739.01,25.31,1,210.98,166.5,6,274.35,10189,1,25.0,0,0,0,0,0,0,0,0,1,0
4,23.0,14.0,104849.82,4,6,18,0.0,29,13.0,18.28,6.0,1439.21,34.64,2,0.0,129.75,1,984.7,8437,0,22.0,1,0,0,0,0,0,0,0,0,0
1,43.0,1.0,20799.59,2,5,7,0.0,0,12.0,5.16,2.0,33.25,37.18,1,0.0,81.9,6,351.63,10299,1,20.0,1,0,0,0,0,0,0,0,0,0
1,53.0,2.0,77439.87,3,4,13,2.0,20,9.0,3.34,2.0,879.87,31.93,1,71.52,227.39,3,611.53,5252,0,15.0,0,0,0,1,0,0,0,0,0,1
3,29.0,14.0,81126.78,0,3,1,2.0,13,7.0,6.22,5.0,316.07,29.38,1,128.0,303.7,5,536.86,7479,1,29.0,0,1,0,0,0,0,0,0,1,0
4,32.0,9.0,16892.1,3,2,5,2.0,11,7.0,8.17,5.0,1063.31,34.71,1,25.29,137.5,4,273.48,5609,1,29.0,0,0,1,0,0,0,1,0,0,0
1,44.0,3.0,82920.2,4,7,7,3.0,1,10.0,2.04,3.0,1197.23,28.89,1,163.05,147.65,1,649.41,5602,1,27.0,0,1,0,0,0,0,0,1,0,1
4,20.0,7.0,52104.0,9,6,27,9.0,55,0.0,18.75,9.0,4598.96,23.1,2,308.76,239.08,4,173.06,5604,0,6.0,0,1,0,1,0,1,1,1,1,0
4,51.0,3.0,111059.94,5,7,2,0.0,22,10.0,0.53,0.0,418.69,40.89,1,0.0,,5,870.96,2510,1,31.0,1,0,0,0,0,0,0,0,0,0
4,18.0,11.0,19784.23,7,9,19,5.0,53,16.0,3.63,16.0,1268.96,26.78,2,66.82,72.24,2,297.62,2478,0,18.0,0,0,0,0,1,1,0,1,0,1
1,20.0,15.0,9067.12,10,5,30,6.0,20,22.0,20.79,16.0,2563.0,40.21,2,39.71,0.0,6,231.35,4825,0,3.0,0,0,1,0,0,1,0,0,1,1
1,39.0,2.0,45051.24,6,6,6,3.0,22,18.0,10.3,11.0,1014.25,31.97,0,73.94,86.96,1,466.53,5114,0,32.0,0,0,0,0,0,0,1,1,0,1
4,39.0,5.0,135671.32,4,5,10,4.0,5,-1.0,4.82,7.0,1057.36,32.21,1,2610.0,343.82,3,750.37,10776,1,21.0,0,0,1,0,0,1,1,1,0,0
1,27.0,11.0,15155.01,8,9,21,7.0,18,25.0,7.7,11.0,2525.42,31.95,2,71.65,40.24,3,304.27,11101,0,16.0,0,1,0,0,1,1,1,0,0,1
1,38.0,10.0,12549.98,7,5,13,1.0,9,0.0,3.87,6.0,803.44,25.89,0,9.95,43.94,5,309.0,4623,0,32.0,0,0,0,0,0,0,1,0,0,0
2,51.0,15.0,99007.68,7,7,8,0.0,14,16.0,3.08,,31.89,38.21,1,0.0,898.48,6,213.89,562,1,27.0,1,0,0,0,0,0,0,0,0,0
2,41.0,2.0,58651.88,9,8,26,2.0,53,23.0,7.19,11.0,1760.86,40.38,2,79.91,193.52,4,458.73,5649,0,7.0,0,1,0,0,0,0,0,1,0,0
4,29.0,7.0,27706.71,8,6,15,3.0,11,11.0,5.49,5.0,204.35,32.19,1,49.17,270.35,6,212.17,11336,0,19.0,0,0,0,1,0,1,0,0,0,0
4,45.0,14.0,39594.66,4,5,8,4.0,10,4.0,12.25,5.0,1081.66,35.0,1,87.06,346.37,5,200.03,10171,1,17.0,0,0,0,1,0,1,1,0,0,0
2,27.0,1.0,30093.32,2,4,11,1.0,-1,3.0,8.94,0.0,22.88,35.26,1,150.43,43.86,1,420.94,3067,1,27.0,0,0,0,0,0,0,0,0,1,0
1,29.0,4.0,32438.59,3,4,2,2.0,11,20.0,10.62,4.0,64.65,37.99,1,38.48,259.78,4,252.86,5562,1,16.0,0,0,0,0,0,1,0,1,0,0
4,43.0,8.0,98208.78,4,7,3,1.0,3,7.0,6.01,5.0,1364.78,28.17,1,66.95,,5,780.19,8853,1,26.0,0,0,0,0,0,0,0,0,1,0
2,19.0,11.0,113781.39,1,4,1,0.0,9,7.0,9.34,4.0,1030.2,38.09,1,0.0,300.95,2,904.03,192,1,16.0,1,0,0,0,0,0,0,0,0,0
3,43.0,8.0,98208.78,4,7,3,1.0,3,9.0,6.01,5.0,1364.78,33.79,1,66.95,217.07,2,797.29,8853,1,25.0,0,0,0,0,0,0,0,0,1,0
2,24.0,1.0,44464.37,0,5,11,0.0,22,6.0,10.31,5.0,713.44,37.51,0,344.57,147.65,3,460.19,4129,1,22.0,1,0,0,0,0,0,0,0,0,0
2,35.0,13.0,73961.12,9,9,17,9.0,14,24.0,2.56,12.0,1308.52,35.84,2,392.11,347.06,3,115.87,11314,0,7.0,0,1,0,0,1,1,1,1,1,1
3,37.0,12.0,18180.43,9,9,17,9.0,61,21.0,8.6,14.0,2329.29,32.12,2,116.08,61.24,6,285.18,5036,0,14.0,0,1,0,1,1,1,1,0,1,1
3,22.0,10.0,29704.64,4,7,13,5.0,16,17.0,7.1,7.0,1713.04,28.01,2,68.74,108.27,3,319.53,7865,0,15.0,0,0,0,1,1,0,0,1,0,0
1,36.0,14.0,28010.02,9,7,26,4.0,29,16.0,6.33,13.0,1794.71,30.23,2,49.88,60.01,2,347.33,3849,0,11.0,0,0,1,0,1,1,0,0,0,0
4,35.0,13.0,15815.22,6,10,19,5.0,18,21.0,7.89,11.0,2344.37,34.31,2,63.78,72.06,4,258.35,5828,0,14.0,0,1,0,0,1,0,0,1,1,1
4,20.0,7.0,31122.79,7,5,12,0.0,28,19.0,6.75,4.0,358.6,36.01,1,0.0,33.89,2,492.27,109,0,23.0,1,0,0,0,0,0,0,0,0,0
3,56.0,8.0,99166.77,1,7,7,0.0,15,7.0,2.92,3.0,1115.36,31.0,1,0.0,,1,868.16,8957,1,27.0,1,0,0,0,0,0,0,0,0,0
4,25.0,8.0,71875.28,4,5,30,2.0,18,11.0,11.27,8.0,2140.35,30.56,2,106.06,508.77,4,231.03,11120,0,16.0,0,0,0,0,0,0,1,1,0,0
1,29.0,1.0,40646.19,3,7,6,0.0,15,4.0,4.77,8.0,534.4,26.83,1,0.0,43.24,2,534.37,11014,1,22.0,1,0,0,0,0,0,0,0,0,0
1,35.0,3.0,30256.85,0,5,5,3.0,23,0.0,-5.27,7.0,1483.23,37.07,0,62.11,278.75,6,171.79,7976,1,20.0,0,0,0,0,1,0,0,1,0,0
4,49.0,4.0,30804.39,2,5,3,4.0,2,7.0,0.54,5.0,884.38,35.66,1,80.72,247.12,6,206.97,7751,1,33.0,0,1,0,0,0,0,0,1,1,0
4,37.0,8.0,95011.64,3,6,11,4.0,32,14.0,11.02,6.0,1166.08,30.63,2,291.81,54.17,1,687.68,11010,0,21.0,0,1,1,0,1,0,0,0,1,0
3,34.0,5.0,22007.11,3,4,14,4.0,25,11.0,2.48,2.0,1330.7,31.22,2,45.13,41.44,1,351.83,5711,0,29.0,0,1,1,0,0,0,0,1,1,0
3,34.0,2.0,108484.38,4,7,6,1.0,29,12.0,10.07,7.0,1427.16,25.02,0,71.53,781.34,5,309.16,12464,0,31.0,0,0,0,0,0,0,0,1,0,0
1,50.0,3.0,29745.08,1,4,3,0.0,13,9.0,7.69,2.0,438.28,30.03,1,0.0,314.65,6,218.83,8923,1,27.0,1,0,0,0,0,0,0,0,0,0
2,49.0,3.0,162688.28,0,5,2,2.0,17,0.0,4.48,7.0,641.14,26.54,1,178.64,834.02,6,635.38,7685,1,32.0,0,0,0,1,1,0,0,0,0,0
4,27.0,10.0,18228.54,0,3,2,4.0,3,0.0,7.35,7.0,157.78,32.39,1,54.01,66.06,5,300.14,10737,1,21.0,0,1,0,1,0,0,1,0,0,0
2,28.0,4.0,79649.31,7,3,9,3.0,13,14.0,1.54,3.0,821.35,38.69,1,126.26,0.0,5,268.68,11344,1,28.0,0,0,0,1,0,1,0,1,0,0
2,21.0,2.0,40341.16,5,7,15,7.0,23,12.0,17.34,10.0,2385.46,27.8,2,164.45,36.55,1,391.98,5095,0,18.0,0,0,1,1,1,1,0,0,1,0
2,22.0,13.0,108073.68,3,3,9,0.0,29,14.0,9.16,8.0,1323.25,31.09,2,0.0,103.03,1,1010.79,11444,0,19.0,1,0,0,0,0,0,0,0,0,0
4,19.0,9.0,17896.2,4,5,16,1.0,11,15.0,8.74,2.0,1263.91,33.53,2,10.58,164.32,6,274.83,9484,0,19.0,0,0,0,0,0,1,0,0,0,0
1,38.0,8.0,41015.55,0,4,4,1.0,14,1.0,-4.42,2.0,599.4,23.95,1,25.67,186.19,4,373.43,12288,1,25.0,0,0,0,0,0,0,0,1,0,0
1,31.0,7.0,35746.07,2,5,10,4.0,30,11.0,3.04,8.0,553.5,33.1,1,59.88,92.25,2,395.86,10021,1,18.0,0,0,0,0,0,0,0,1,0,1
3,38.0,3.0,18746.95,4,3,3,1.0,8,13.0,11.32,4.0,1403.55,33.78,1,15.57,77.16,5,334.0,6393,1,23.0,0,0,0,0,0,0,0,0,0,1
4,29.0,11.0,66575.2,5,4,2,2.0,13,2.0,2.96,6.0,985.64,28.31,1,107.51,209.6,2,496.09,1564,1,17.0,0,1,0,0,0,0,0,0,0,0
1,21.0,15.0,131488.44,7,7,4,3.0,18,0.0,10.95,4.0,1024.09,33.08,1,203.09,545.75,5,634.29,6246,1,28.0,0,0,0,1,0,1,0,0,1,0
4,30.0,2.0,30404.4,7,8,16,6.0,25,21.0,8.69,15.0,1672.39,27.35,0,113.03,277.99,6,179.45,1438,0,10.0,0,0,0,0,1,0,1,0,1,1
1,35.0,15.0,134139.48,2,5,11,4.0,22,1.0,11.14,1.0,1486.38,26.58,1,416.36,,5,397.18,4634,1,16.0,0,1,0,0,0,1,0,0,0,1
4,55.0,2.0,131113.28,1,4,6,3.0,15,11.0,6.1,7.0,954.65,30.74,1,258.36,183.28,2,909.87,2630,1,17.0,0,0,1,0,1,0,0,0,0,0
4,42.0,13.0,95685.21,3,4,9,0.0,9,8.0,2.28,8.0,472.21,28.23,1,0.0,205.93,2,830.55,7830,1,24.0,1,0,0,0,0,0,0,0,0,0
1,42.0,4.0,30416.28,5,4,2520,0.0,11,3.0,1.33,3.0,1021.07,24.32,1,0.0,27.65,1,447.02,2012,1,19.0,1,0,0,0,0,0,0,0,0,0
1,30.0,10.0,36456.72,8,10,31,2.0,39,7.0,10.91,10.0,1751.18,39.0,0,77921.0,,3,357.76,9741,0,17.0,0,0,0,0,0,0,0,1,1,0
1,42.0,13.0,85494.5,1,4,3,1.0,-1,9.0,11.81,1.0,1351.71,34.61,1,46930.0,100.7,2,847.2,4958,1,16.0,0,0,0,0,0,1,0,0,0,0
1,32.0,14.0,165798.2,2,5,5,1.0,14,12.0,3.71,5.0,1022.71,43.04,1,117.18,405.05,2,1138.22,9681,1,18.0,0,0,0,0,0,0,0,1,0,0
3,43.0,15.0,35319.26,4,3,7,4.0,5,2.0,6.66,3.0,140.19,26.08,1,112.74,152.01,5,323.48,2812,1,29.0,0,0,1,0,0,1,0,1,0,0
1,45.0,13.0,31968.28,7,10,23,5.0,21,0.0,3.87,13.0,3899.38,36.46,2,83.83,220.92,4,227.26,8626,0,11.0,0,0,0,0,0,1,1,1,1,0
3,28.0,8.0,20434.6,5,1,2,0.0,14,7.0,6.01,2.0,271.51,24.84,1,79375.0,33.33,1,406.06,6032,1,16.0,1,0,0,0,0,0,0,0,0,0
1,22.0,3.0,21419.85,3,3,12,2.0,8,0.0,0.67,3.0,307.94,35.63,1,25.35,33.26,3,352.39,10870,1,28.0,0,0,0,1,0,0,1,0,0,0
4,45.0,13.0,20468.75,8,6,19,6.0,34,19.0,5.59,10.0,3274.91,24.98,2,64.5,53.48,3,287.99,2391,0,3.0,0,1,1,0,0,1,0,0,0,1
3,30.0,12.0,121944.2,3,6,2,1.0,23,17.0,9.16,6.0,1344.25,44.63,1,56.04,94.76,1,1113.91,7150,1,30.0,0,0,0,0,0,0,1,0,0,0
4,36.0,10.0,21892.96,0,3,8,1.0,16,12.0,7.09,1.0,624.67,25.94,1,16.23,69.92,4,337.8,3585,1,30.0,0,1,0,0,0,0,0,0,0,0
4,55.0,11.0,28105.59,1,3,2629,3.0,13,10.0,13.44,6.0,151.29,23.88,1,55.0,68.62,2,339.69,6194,1,20.0,0,0,0,0,0,0,1,1,0,0
4,31.0,13.0,41442.4,3,1,5,4.0,6,6.0,9.54,6.0,419.05,30.73,1,125.4,84.13,3,366.52,11205,1,25.0,0,0,0,0,1,0,1,1,0,0
2,47.0,4.0,34209.8,3,1,7,0.0,12,750.0,2.51,6.0,1039.74,36.53,1,0.0,99.74,3,435.04,5714,1,26.0,1,0,0,0,0,0,0,0,0,0
3,45.0,11.0,16680.35,1,1,5,4.0,-3,0.0,10.69,8.0,897.16,35.94,1,41.11,138.96,6,262.73,12497,1,21.0,0,0,0,0,0,1,1,1,0,1
1,44.0,14.0,19656.51,7,5,5,4.0,10,17.0,11.89,11.0,786.15,24.84,2,48.69,131.45,4,257.06,11340,0,11.0,0,0,1,0,0,1,0,1,1,0
4,21.0,6.0,33012.39,5,4,11,0.0,28,14.0,5.0,6.0,917.25,35.09,1,0.0,240.12,6,329.18,9084,1,29.0,1,0,0,0,0,0,0,0,0,0
2,28.0,8.0,63635.12,3,4,2,2.0,7,11.0,11.25,7.0,122.65,34.06,1,57.72,67.3,1,662.67,408,1,25.0,0,0,1,0,0,0,0,0,1,0
3,37.0,13.0,119094.64,3,6,15,3.0,23,12.0,18.63,8.0,1258.59,27.05,2,259.65,113.37,2,857.33,12159,0,24.0,0,0,0,0,0,0,1,0,1,0
3,53.0,3.0,31460.89,3,4,2,1.0,7,4.0,5.43,4.0,661.01,39.72,0,23.86,54.73,3,429.48,11615,1,28.0,0,0,0,0,0,0,0,0,0,1
4,25.0,11.0,16618.17,6,9,17,2.0,32,15.0,9.95,11.0,1467.27,23.81,2,21.1,142.2,5,279.59,7447,0,20.0,0,0,0,0,0,0,0,0,0,1
3,46.0,3.0,54622.5,8,9,23,7.0,19,20.0,21.92,17.0,3445.84,40.37,2,217.32,297.95,5,201.92,1840,0,6.0,0,0,0,0,1,1,1,0,1,1
2,30.0,7.0,19916.14,6,5,22,7.0,37,23.0,0.9,7.0,4358.08,34.15,2,76.86,12.04,1,335.17,5027,0,14.0,0,0,1,1,1,0,1,1,1,1
2,30.0,15.0,14433.72,3,3,6,3.0,27,15.0,12.76,8.0,33.79,22.19,2,29.71,87.65,6,311.63,11256,0,33.0,0,1,0,1,0,0,0,0,0,1
4,18.0,7.0,9829.67,8,10,18,7.0,54,18.0,17.54,9.0,2783.29,33.68,2,41.54,39.5,6,305.98,8251,0,6.0,0,1,0,0,1,0,1,0,1,0
4,34.0,9.0,35611.71,4,6,2,0.0,10,11.0,10.06,,1092.47,25.19,0,0.0,68.01,2,507.55,11323,1,24.0,1,0,0,0,0,0,0,0,0,0
3,39.0,5.0,18105.32,5,6,7,1.0,8,5.0,10.69,3.0,211.46,35.04,0,13.31,92.53,4,333.43,10079,1,32.0,0,0,0,0,0,0,0,0,1,0
3,30.0,2.0,20278.79,10,7,30,9.0,19,25.0,25.55,9.0,2787.7,32.28,2,118.73,43.94,2,277.22,11357,0,7.0,0,1,1,0,0,1,1,1,1,0
4,37.0,8.0,19427.14,4,6,16,6.0,29,15.0,14.4,8.0,696.13,37.68,2,75.29,72.61,3,252.6,3105,0,11.0,0,1,0,1,0,1,0,1,0,1
4,19.0,8.0,8969.98,9,6,22,8.0,50,19.0,16.73,9.0,4325.59,23.23,2,39.62,48.61,5,253.52,3642,0,10.0,0,1,0,1,0,1,0,1,1,1
2,53.0,1.0,24041.97,6,7,17,1.0,22,18.0,13.03,5.0,655.52,36.05,2,18.44,100.95,3,368.26,9905,0,26.0,0,0,1,0,0,0,0,0,0,0
2,52.0,7.0,100100.22,5,4,7,0.0,11,12.0,3.94,6.0,1472.32,29.76,1,64202.0,0.0,2,786.64,4239,1,24.0,1,0,0,0,0,0,0,0,0,0
3,50.0,7.0,136582.04,4,6,4,0.0,20,10.0,4.73,3.0,1203.56,32.9,1,0.0,326.12,3,1045.76,6417,1,27.0,1,0,0,0,0,0,0,0,0,0
2,39.0,4.0,35586.4,5,5,6,6.0,12,16.0,14.68,10.0,1355.24,24.3,2,137.66,206.91,6,225.09,5065,0,18.0,0,1,1,0,0,0,0,0,1,1
1,20.0,7.0,56797.38,6,4,18,5.0,15,15.0,9.72,12.0,2279.72,29.6,2,141.72,327.25,4,279.44,3865,0,16.0,0,0,0,0,0,1,1,0,1,1
4,24.0,2.0,8102.76,6,8,15,8.0,28,22.0,22.54,13.0,2750.88,39.06,2,29.49,26.09,6,281.14,3086,0,11.0,0,1,1,1,0,0,1,1,0,1
1,29.0,3.0,58194.33,5,7,20,5.0,26,18.0,12.11,4.0,1208.38,32.26,2,132.08,180.42,3,413.85,1855,0,9.0,0,1,1,0,0,0,0,1,0,1
4,27.0,12.0,81268.8,8,7,19,0.0,9,0.0,10.91,3.0,597.85,29.71,2,0.0,129.07,1,795.87,1279,0,20.0,1,0,0,0,0,0,0,0,0,0
