Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Binary_Credit_Score,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
4,34.0,8.0,131313.4,0.0,1.0,8.0,2.0,0.0,2.0,8.34,4.0,352.16,42.65,1,23834.0,337.43,2,899.2,5,0,1,30,0,0,1,0,0,1,0,0,0,0
5,34.0,8.0,131313.4,0.0,1.0,8.0,2.0,0.0,4.0,9.34,4.0,352.16,40.9,1,32662.0,263.38,1,963.25,5,0,1,30,0,0,1,0,0,1,0,0,0,0
8,34.0,8.0,131313.4,0.0,1.0,8.0,2.0,0.0,2.0,9.34,4.0,352.16,29.19,1,911.22,870.52,5,396.11,5,0,1,31,0,0,1,0,0,1,0,0,0,0
2,44.0,7.0,31370.8,1.0,6.0,12.0,2.0,2.0,0.0,-1.24,2.0,421.43,28.22,1,46.62,298.74,6,227.16,8,0,1,26,0,0,0,0,0,0,1,1,0,0
3,44.0,7.0,31370.8,1.0,6.0,12.0,2.0,-2.0,0.0,1.76,5.0,421.43,31.05,1,46.62,140.82,5,375.09,8,0,1,26,0,0,0,0,0,0,1,1,0,0
2,33.0,5.0,88640.24,3.0,6.0,433.0,2.0,4.0,2.0,3.51,3.0,950.36,41.04,0,135.17,157.17,1,674.32,10,0,1,25,0,0,0,0,0,0,0,1,0,0
5,33.0,5.0,88640.24,3.0,6.0,1.0,2.0,4.0,2.0,3.51,3.0,950.36,34.7,1,135.17,279.62,2,561.88,10,0,1,25,0,0,0,0,0,0,0,1,0,0
6,33.0,5.0,88640.24,3.0,6.0,1.0,2.0,4.0,0.0,3.51,3.0,950.36,38.32,1,135.17,686.13,6,195.37,10,0,1,25,0,0,0,0,0,0,0,1,0,0
2,39.0,9.0,8701.54,6.0,5.0,32.0,7.0,23.0,9.0,8.86,6.0,2602.69,39.9,2,36.55,34.72,4,250.65,12,1,0,9,0,1,0,0,1,0,0,1,1,1
4,39.0,9.0,8701.54,6.0,5.0,32.0,7.0,22.0,7.0,8.86,6.0,2602.69,32.1,2,36.55,20.39,6,284.97,12,1,0,9,0,1,0,0,1,0,0,1,1,1
5,39.0,9.0,8701.54,6.0,5.0,32.0,7.0,22.0,9.0,8.86,6.0,2602.69,37.17,2,36.55,50.49,6,254.88,12,1,0,9,0,1,0,0,1,0,0,1,1,1
2,31.0,6.0,19300.34,6.0,7.0,17.0,5.0,51.0,18.0,9.95,7.0,2430.21,36.64,0,49.57,55.3,3,306.37,16,2,0,18,0,1,0,1,0,1,1,1,0,0
2,41.0,11.0,10183.02,7.0,5.0,17.0,5.0,48.0,18.0,7.97,6.0,1672.43,32.39,0,37.59,92.36,6,267.51,17,2,0,10,0,0,1,0,0,1,0,0,0,1
3,41.0,11.0,10183.02,7.0,5.0,17.0,5.0,48.0,23.0,7.97,6.0,1672.43,23.73,2,37.59,91.88,6,267.99,17,2,0,10,0,0,1,0,0,1,0,0,0,1
6,42.0,11.0,10183.02,7.0,5.0,17.0,5.0,48.0,24.0,10.97,1050.0,1672.43,25.11,2,37.59,73.9,6,285.97,17,2,0,10,0,0,1,0,0,1,0,0,0,1
8,42.0,11.0,10183.02,7.0,5.0,17.0,5.0,48.0,21.0,7.97,6.0,1672.43,36.84,2,37.59,71.12,6,288.75,17,2,0,10,0,0,1,0,0,1,0,0,0,1
5,32.0,8.0,12600.44,5.0,5.0,10.0,3.0,20.0,19.0,15.79,7.0,569.8,37.24,2,26.06,41.08,6,301.06,18,1,0,12,0,0,0,0,0,0,1,0,0,1
6,32.0,8.0,12600.44,5.0,5.0,10.0,3.0,25.0,19.0,15.79,7.0,569.8,36.53,2,26.06,48.01,6,294.14,18,1,0,12,0,0,0,0,0,0,1,0,0,1
5,34.0,10.0,57983.12,9.0,8.0,31.0,8.0,48.0,21.0,10.27,17.0,3532.83,37.28,2,200.43,205.25,6,356.41,19,2,0,12,0,0,1,1,0,0,1,1,0,1
1,30.0,15.0,34290.12,9.0,8.0,25.0,7.0,52.0,10.0,17.96,9.0,2686.81,39.28,0,185.11,248.07,4,106.57,21,1,0,13,0,1,1,1,1,1,0,0,0,0
3,37.0,9.0,39641.54,10.0,8.0,25.0,6.0,61.0,15.0,1.54,568.0,2258.73,27.57,2,172.38,198.04,3,190.32,24,2,0,8,0,1,0,1,0,1,0,1,0,1
8,38.0,9.0,39641.54,10.0,8.0,25.0,6.0,61.0,13.0,-2.46,8.0,2258.73,34.85,2,172.38,149.27,4,249.1,24,2,0,9,0,1,0,1,0,1,0,1,0,1
3,55.0,13.0,20186.02,1.0,5.0,1.0,2.0,4.0,3.0,6.83,4.0,413.32,31.86,1,29.53,26.29,2,362.59,25,0,1,18,0,1,0,0,1,0,0,0,0,0
6,43.0,12.0,18627.64,7.0,7.0,19.0,6.0,31.0,21.0,6.07,7.0,1793.54,35.71,2,65.14,109.59,5,244.0,26,2,0,19,0,0,1,0,0,0,1,1,0,1
8,44.0,12.0,18627.64,7.0,7.0,19.0,6.0,31.0,18.0,5.07,7.0,1793.54,38.79,2,65.14,98.8,6,264.79,26,2,0,19,0,0,1,0,0,0,1,1,0,1
4,36.0,9.0,71681.4,3.0,6.0,15.0,1.0,4.0,8.0,10.44,0.0,1293.02,33.04,2,53.92,120.89,1,645.13,30,1,1,25,0,0,0,0,0,0,1,0,0,0
6,36.0,9.0,71681.4,3.0,6.0,15.0,1.0,5.0,6.0,10.44,0.0,1293.02,34.98,2,53.92,414.9,5,391.12,30,1,1,26,0,0,0,0,0,0,1,0,0,0
1,36.0,12.0,15566.02,8.0,5.0,32.0,4.0,16.0,1338.0,9.24,7.0,1693.95,37.41,2,43.07,65.99,6,323.26,33,1,0,7,0,0,1,0,1,1,0,0,1,0
2,36.0,12.0,15566.02,8.0,5.0,32.0,4.0,17.0,20.0,9.24,7.0,1693.95,24.25,2,43.07,169.62,6,219.63,33,1,0,7,0,0,1,0,1,1,0,0,1,0
1,21.0,8.0,148699.32,3.0,4.0,748.0,3.0,13.0,8.0,9.2,1.0,949.38,41.69,1,364.92,296.15,1,822.19,37,0,1,30,0,0,0,0,0,1,0,1,1,0
6,22.0,8.0,148699.32,3.0,4.0,5.0,3.0,13.0,6.0,9.2,1.0,949.38,26.72,1,364.92,861.12,3,277.23,37,0,1,31,0,0,0,0,0,1,0,1,1,0
8,22.0,8.0,148699.32,3.0,4.0,5.0,3.0,16.0,8.0,9.2,1.0,949.38,40.61,1,364.92,328.91,2,799.44,37,0,1,31,0,0,0,0,0,1,0,1,1,0
5,27.0,2.0,14165.23,7.0,10.0,33.0,9.0,59.0,24.0,8.82,11.0,2797.17,27.64,2,58.87,105.76,5,221.12,39,2,0,14,0,0,1,0,0,1,0,1,1,1
6,27.0,2.0,14165.23,7.0,10.0,33.0,9.0,55.0,24.0,8.82,11.0,2797.17,30.73,2,58.87,53.86,6,283.02,39,2,0,14,0,0,1,0,0,1,0,1,1,1
7,27.0,2.0,14165.23,7.0,10.0,33.0,9.0,59.0,24.0,8.82,11.0,2797.17,32.47,2,58.87,45.63,5,281.25,39,2,0,14,0,0,1,0,0,1,0,1,1,1
5,30.0,14.0,87215.68,2.0,6.0,8.0,2.0,2.0,5.0,10.98,0.0,680.77,33.96,1,121.68,799.37,6,117.94,40,0,1,21,0,1,0,0,0,0,0,1,0,0
7,30.0,14.0,87215.68,2.0,6.0,8.0,2.0,2.0,5.0,10.98,0.0,680.77,30.48,1,121.68,169.11,1,698.2,40,0,1,21,0,1,0,0,0,0,0,1,0,0
8,30.0,14.0,87215.68,2.0,6.0,8.0,2.0,2.0,8.0,10.98,0.0,680.77,35.62,0,19734.0,304.2,2,573.11,40,0,1,21,0,1,0,0,0,0,0,1,0,0
7,38.0,4.0,95956.5,8.0,4.0,11.0,2.0,23.0,10.0,11.94,2.0,1079.73,28.32,0,95.52,777.6,5,234.81,42,1,1,32,0,0,0,0,0,0,0,0,1,1
3,26.0,9.0,49967.01,7.0,6.0,31.0,6.0,27.0,11.0,19.87,11.0,2253.95,38.58,2,156.0,80.28,2,422.91,43,1,0,17,0,1,0,1,0,0,1,1,0,1
4,26.0,9.0,49967.01,7.0,6.0,31.0,6.0,27.0,11.0,19.87,11.0,2253.95,22.84,2,156.0,373.17,5,160.02,43,1,0,17,0,1,0,1,0,0,1,1,0,1
8,26.0,9.0,49967.01,6.0,5.0,31.0,6.0,27.0,11.0,19.87,12.0,2253.95,31.52,2,156.0,116.36,2,386.83,43,1,0,17,0,1,0,1,0,0,1,1,0,1
1,43.0,3.0,14129.76,8.0,5.0,21.0,8.0,62.0,17.0,5.51,6.0,4071.62,36.14,2,81.71,124.45,6,185.09,45,2,0,12,0,0,0,1,0,1,1,1,1,1
8,44.0,3.0,14129.76,8.0,5.0,21.0,8.0,62.0,18.0,5.51,6.0,4071.62,35.67,0,70.98,33.38,2,236.16,45,2,0,13,0,0,0,1,0,1,1,1,1,1
4,23.0,6.0,36822.29,8.0,7.0,6.0,4.0,14.0,19.0,5.79,5.0,125.25,35.08,1,95.8,73.93,1,383.52,47,1,1,24,0,0,1,0,1,0,1,0,1,0
6,23.0,6.0,36822.29,8.0,7.0,6.0,4.0,16.0,18.0,5.79,5.0,125.25,39.65,1,95.8,38.11,2,429.34,47,1,1,25,0,0,1,0,1,0,1,0,1,0
8,23.0,6.0,36822.29,8.0,7.0,6.0,4.0,15.0,19.0,5.79,5.0,125.25,39.06,1,95.8,251.98,5,245.47,47,1,1,25,0,0,1,0,1,0,1,0,1,0
1,45.0,7.0,41746.76,8.0,5.0,5261.0,3.0,62.0,21.0,9.81,8.0,1936.79,37.71,2,102.28,425.1,6,127.8,50,2,0,19,0,0,0,0,0,1,1,0,1,0
4,45.0,7.0,41746.76,8.0,5.0,31.0,3.0,62.0,21.0,9.81,11.0,1936.79,37.58,2,102.28,134.42,4,398.48,50,2,0,19,0,0,0,0,0,1,1,0,1,0
6,46.0,7.0,41746.76,8.0,5.0,31.0,3.0,67.0,21.0,9.81,11.0,1936.79,32.16,2,102.28,199.13,3,323.78,50,2,0,19,0,0,0,0,0,1,1,0,1,0
8,22.0,7.869976532707539,19981.6,10.0,8.0,20.0,7.0,54.0,21.0,23.58,12.0,4834.59,30.81,2,78.42,171.64,6,185.86,51,2,0,10,0,0,1,0,1,0,0,0,0,1
2,33.0,12.0,88362.46,5.0,2.0,8.0,3.0,15.0,10.0,9.01,4.0,325.93,36.59,1,211.18,472.78,5,321.59,53,0,1,30,0,0,0,1,1,0,0,0,1,0
4,34.0,12.0,88362.46,5.0,2.0,8.0,3.0,15.0,8.0,11.01,4.0,325.93,31.53,1,211.18,283.38,2,480.99,53,0,1,30,0,0,0,1,1,0,0,0,1,0
6,34.0,12.0,88362.46,5.0,2.0,8.0,3.0,15.0,6.0,11.01,6.0,325.93,38.42,1,211.18,214.61,5,579.76,53,0,1,31,0,0,0,1,1,0,0,0,1,0
7,18.0,12.0,75273.24,8.0,6.0,32.0,5.0,50.0,10.0,17.8,8.0,2497.34,33.04,2,351.37,73.18,2,609.48,55,1,0,5,0,0,1,1,1,0,0,1,0,0
3,42.0,6.0,58674.66,8.0,5.0,15.0,4.0,59.0,23.0,6.29,11.0,2425.38,36.49,2,116.1,182.55,5,463.81,57,2,0,13,0,1,0,0,1,0,1,1,0,0
2,42.0,4.0,45207.54,8.0,8.0,24.0,6.0,24.0,22.0,9.78,9.0,2497.48,33.89,2,148.91,375.73,6,116.08,59,2,0,16,0,1,0,0,1,1,0,0,1,1
4,42.0,4.0,45207.54,8.0,8.0,24.0,6.0,21.0,20.0,9.78,9.0,2497.48,29.58,2,148.91,131.1,2,320.72,59,2,0,16,0,1,0,0,1,1,0,0,1,1
5,43.0,4.0,45207.54,8.0,8.0,24.0,6.0,25.0,20.0,9.78,9.0,2497.48,28.94,2,148.91,119.09,5,362.73,59,2,0,16,0,1,0,0,1,1,0,0,1,1
6,43.0,4.0,45207.54,8.0,8.0,24.0,6.0,24.0,23.0,9.78,9.0,2497.48,22.51,2,148.91,55.56,2,396.25,59,2,0,16,0,1,0,0,1,1,0,0,1,1
5,18.0,13.0,19257912.0,0.0,3.0,7.0,2.0,14.0,7.0,6.08,1.0,1045.11,39.2,1,136.99,182.6312891667302,6,14.12,60,0,1,23,0,0,0,0,0,0,1,1,0,0
6,18.0,13.0,144546.72,0.0,3.0,7.0,2.0,15.0,7.0,6.08,1.0,1045.11,37.16,1,1293.51,415.18,2,878.78,60,0,1,23,0,0,0,0,0,0,1,1,0,0
3,46.0,10.0,18681.46,2.0,3.0,9.0,2.0,6.0,8.0,7.9,3.0,327.88,27.38,1,24.82,55.33,3,338.33,62,0,1,30,0,0,0,0,1,0,0,0,0,1
7,47.0,10.0,18681.46,2.0,3.0,9.0,2.0,6.0,8.0,3.9,3.0,327.88,37.46,1,24.82,32.95,3,360.71,62,0,1,31,0,0,0,0,1,0,0,0,0,1
8,47.0,10.0,18681.46,2.0,3.0,9.0,2.0,6.0,6.0,3.9,3.0,327.88,39.54,1,24.82,182.6312891667302,6,209.56,62,0,1,31,0,0,0,0,1,0,0,0,0,1
1,35.0,11.0,72330.98,0.0,262.0,11.0,1.0,1.0,7.0,4.62,1.0,596.78,31.87,1,31.38,390.55,5,488.13,64,0,1,32,0,1,0,0,0,0,0,0,0,0
2,35.0,11.0,72330.98,0.0,3.0,11.0,1.0,2.0,6.0,4.62,1.0,596.78,32.37,1,31.38,171.74,2,676.93,64,0,1,32,0,1,0,0,0,0,0,0,0,0
5,35.0,11.0,72330.98,0.0,3.0,11.0,1.0,1.0,6.0,4.62,1.0,596.78,39.6,1,31.38,339.23,3,519.45,64,0,1,33,0,1,0,0,0,0,0,0,0,0
8,35.0,11.0,72330.98,0.0,3.0,11.0,1.0,1.0,6.0,4.62,1.0,596.78,24.84,1,31.38,301.22,4,567.46,64,0,1,33,0,1,0,0,0,0,0,0,0,0
1,24.0,14.0,129067.59,1.0,3.0,1.0,4.0,9.0,5.0,1.54,0.0,137.15,24.5,1,389.31,215.22,1,715.04,66,0,1,26,0,1,0,0,0,0,0,1,0,1
7,25.0,14.0,129067.59,1.0,3.0,1.0,4.0,9.0,5.0,4.54,0.0,137.15,25.15,1,389.31,717.9,3,232.36,66,0,1,27,0,1,0,0,0,0,0,1,0,1
4,34.0,2.0,17001.34,6.0,5.0,5.0,1.0,10.0,18.0,12.62,0.0,1093.87,28.63,0,10.54,51.91,6,349.04,67,1,0,17,0,0,0,0,1,0,0,0,0,0
1,21.0,1.0,44719.17,6.0,6.0,29.0,7.0,41.0,19.0,23.21,11.0,3818.57,30.98,2,248.6,130.25,2,268.11,68,2,0,12,0,1,1,1,0,0,0,1,1,0
2,21.0,1.0,44719.17,6.0,6.0,29.0,7.0,39.0,20.0,29.21,11.0,3818.57,30.87,0,248.6,167.66,3,240.7,68,2,0,13,0,1,1,1,0,0,0,1,1,0
4,21.0,1.0,44719.17,6.0,6.0,29.0,7.0,47.0,20.0,23.21,11.0,3818.57,30.74,2,248.6,316.17,4,102.19,68,2,0,13,0,1,1,1,0,0,0,1,1,0
8,21.0,1.0,44719.17,6.0,6.0,29.0,7.0,46.0,19.0,23.21,14.0,3818.57,29.38,2,248.6,115.76,2,282.6,68,2,0,13,0,1,1,1,0,0,0,1,1,0
4,42.0,14.0,103353.06,3.0,3.0,6.0,1.0,4.0,9.0,3.11,2.0,1374.56,23.17,1,64.0,1043.87,6,34.9,70,0,1,25,0,0,0,0,0,0,0,0,0,1
7,42.0,14.0,103353.06,3.0,3.0,6.0,1.0,2.0,9.0,3.11,2.0,1374.56,33.0,1,64.0,1038.7,6,40.07,70,0,1,26,0,0,0,0,0,0,0,0,0,1
8,42.0,14.0,103353.06,3.0,3.0,6.0,1.0,4.0,12.0,3.11,2.0,1374.56,41.84,1,64.0,67.11,1,961.67,70,0,1,26,0,0,0,0,0,0,0,0,0,1
6,36.0,7.0,134978.24,8.0,5.0,15.0,2.0,9.0,16.0,9.89,5.0,668.14,36.16,2,662.78,663.63,5,577.18,72,1,1,26,0,0,0,0,0,1,0,0,0,0
4,28.0,15.0,39800.12,7.0,5.0,12.0,3.0,17.0,18.0,18.53,4.0,660.69,41.2,2,58.49,33.79,2,462.49,73,1,1,18,0,1,0,0,0,0,0,1,1,0
7,22.0,7.869976532707539,66105.4,6.0,8.0,31.0,5.0,26.0,22.0,10.52,12.0,1549.56,38.65,0,214.07,274.57,6,366.73,75,2,0,11,0,1,0,0,0,1,1,1,0,1
8,26.0,7.0,27865.26,4.0,3.0,6.0,1.0,22.0,18.0,19.05,5.0,635.59,25.69,2,17.7,117.03,6,415.88,78,1,0,30,0,0,0,0,0,0,0,0,0,1
2,33.0,12.0,14205.09,7.0,10.0,21.0,8.0,33.0,18.0,19.42,16.0,4845.24,25.87,0,49.03,87.0,6,262.65,79,2,0,13,0,0,1,0,0,1,1,0,0,1
3,33.0,12.0,14205.09,7.0,10.0,21.0,8.0,35.0,19.0,19.42,16.0,4845.24,30.56,2,49.03,129.61,6,220.03,79,2,0,13,0,0,1,0,0,1,1,0,0,1
1,25.0,9.0,43758.34,5.0,6.0,12.0,2.0,9.0,2.0,4.18,1.0,1194.28,29.32,1,56.31,229.26,3,319.88,81,0,1,33,0,0,0,0,0,0,0,1,1,0
2,25.0,9.0,43758.34,5.0,6.0,12.0,2.0,13.0,2.0,4.18,1.0,1194.28,27.7,1,56.31,417.53,6,161.61,81,0,1,33,0,0,0,0,0,0,0,1,1,0
6,25.0,9.0,43758.34,5.0,6.0,12.0,2.0,13.0,5.0,4.18,2.0,1194.28,27.27,1,56.31,147.57,3,401.57,81,0,1,33,0,0,0,0,0,0,0,1,1,0
8,25.0,9.0,43758.34,5.0,6.0,12.0,2.0,11.0,2.0,4.18,2.0,1194.28,35.74,1,56.31,364.24,6,214.9,81,0,1,33,0,0,0,0,0,0,0,1,1,0
8,38.0,11.0,108147.3,3.0,6.0,6.0,4.0,14.0,20.0,7.57,2.0,1113.06,35.89,2,37514.0,946.16,6,25.29,83,1,1,29,0,0,0,1,0,0,0,0,1,1
3,27.0,8.0,17759.1,6.0,8.0,19.0,5.0,24.0,21.0,10.2,10.0,3598.39,39.38,2,64.55,130.32,4,228.52,84,2,0,4,0,1,0,0,1,0,0,0,1,1
4,27.0,8.0,17759.1,6.0,8.0,19.0,5.0,24.0,20.0,5.2,10.0,3598.39,29.45,2,64.55,195.11,6,183.73,84,2,0,5,0,1,0,0,1,0,0,0,1,1
7,28.0,8.0,17759.1,6.0,8.0,19.0,5.0,24.0,23.0,10.2,10.0,3598.39,26.5,2,64.55,170.52,6,208.32,84,2,0,5,0,1,0,0,1,0,0,0,1,1
8,28.0,8.0,17759.1,6.0,8.0,19.0,5.0,26.0,20.0,5.2,10.0,3598.39,28.18,2,64.55,123.08,5,245.76,84,2,0,5,0,1,0,0,1,0,0,0,1,1
4,37.0,14.0,85328.73,3.0,4.0,11.0,1.0,12.0,17.0,-2.17,2.0,585.05,30.08,1,68.46,203.07,5,694.34,85,0,1,31,0,0,0,0,0,0,0,0,0,1
5,37.0,14.0,85328.73,3.0,4.0,11.0,1.0,12.0,14.0,1.83,2.0,585.05,38.05,1,68.46,95.82,2,771.59,85,0,1,31,0,0,0,0,0,0,0,0,0,1
6,37.0,14.0,85328.73,3.0,4.0,11.0,1.0,12.0,14.0,1.83,2.0,585.05,37.65,1,68.46,137.17,1,720.24,85,0,1,32,0,0,0,0,0,0,0,0,0,1
5,27.0,15.0,134321.44,3.0,5.0,12.0,4.0,26.0,21.0,11.09,3.0,1428.68,31.98,2,1320.55,259.46,1,833.3,86,1,1,33,0,0,0,1,0,1,0,0,0,1
7,27.0,15.0,134321.44,3.0,5.0,12.0,4.0,26.0,19.0,12.09,3.0,1428.68,24.29,2,1320.55,530.82,3,581.94,86,1,1,33,0,0,0,1,0,1,0,0,0,1
1,24.0,8.0,61008.0,10.0,5.0,32.0,4.0,16.0,19.0,19.44,12.0,1755.81,27.37,2,189.43,218.21,2,365.87,87,1,0,8,0,1,0,0,1,0,0,0,0,1
4,24.0,8.0,61008.0,10.0,5.0,32.0,4.0,16.0,19.0,19.44,12.0,1755.81,32.86,2,20478.0,73.6,1,500.47,87,1,0,9,0,1,0,0,1,0,0,0,0,1
7,19.0,8.0,56803.71,7.0,5.0,25.0,6.0,44.0,23.0,16.23,11.0,2593.44,34.32,2,187.19,199.85,5,355.02,89,2,0,6,0,0,0,1,0,1,0,1,0,1
3,32.0,2.0,38364.82,9.0,6.0,32.0,4.0,34.0,22.0,0.44,11.0,1973.63,26.08,2,74.85,123.9,4,361.65,90,2,0,19,0,0,0,1,1,1,1,0,0,0
4,32.0,2.0,38364.82,9.0,6.0,32.0,4.0,34.0,22.0,3.44,11.0,1973.63,26.27,2,74.85,111.04,4,374.52,90,2,0,19,0,0,0,1,1,1,1,0,0,0
6,32.0,2.0,38364.82,9.0,6.0,32.0,4.0,34.0,22.0,3.44,11.0,1973.63,23.79,0,74.85,182.6312891667302,3,327.07,90,2,0,19,0,0,0,1,1,1,1,0,0,0
7,55.0,4.0,8908998.0,1.0,7.0,3.0,3.0,13.0,9.0,3.9,2.0,339.11,34.29,1,39.21,93.06,6,348.22,91,0,0,16,0,0,1,1,0,0,0,0,0,0
8,55.0,4.0,19403.4,1.0,7.0,3.0,3.0,13.0,10.0,-1.1,2.0,339.11,38.37,1,39.21,214.82,6,226.46,91,0,0,16,0,0,1,1,0,0,0,0,0,0
1,19.0,2.0,15015.4,5.0,5.0,9.0,1.0,23.0,9.0,5.04,1.0,330.17,33.27,1,11.69,92.11,6,307.53,92,0,0,21,0,0,0,1,0,0,0,0,0,0
3,19.0,2.0,15015.4,5.0,5.0,9.0,1.0,25.0,11.0,5.04,1.0,330.17,24.25,1,11.69,48.26,6,351.38,92,0,0,21,0,0,0,1,0,0,0,0,0,0
1,34.0,5.0,19777.05,5.0,3.0,3.0,3.0,19.0,3.0,5.95,1.0,186.16,38.42,1,29.05,182.6312891667302,3,357.49,93,0,0,21,0,1,0,1,0,0,0,0,0,1
8,34.0,5.0,19777.05,5.0,3.0,3.0,3.0,19.0,3.0,5.95,1.0,186.16,38.14,1,29.05,65.38,5,358.39,93,0,0,22,0,1,0,1,0,0,0,0,0,1
6,25.0,12.0,20188.02,4.0,3.0,2862.0,3.0,9.0,6.0,1.31,0.0,399.92,37.29,0,25.58,22.79,2,386.76,94,0,1,20,0,0,0,0,0,1,0,0,0,1
7,25.0,12.0,20188.02,4.0,3.0,6.0,3.0,9.0,6.0,1.31,0.0,399.92,24.02,1,25.58,50.97,2,358.59,94,0,1,20,0,0,0,0,0,1,0,0,0,1
6,32.0,5.0,55151.04,10.0,6.0,23.0,6.0,31.0,17.0,10.64,9.0,1743.83,39.27,2,171.82,104.88,2,443.79,95,2,0,12,0,1,1,0,0,0,1,0,0,0
7,32.0,5.0,55151.04,10.0,6.0,23.0,6.0,29.0,19.0,10.64,9.0,1743.83,37.18,2,171.82,112.55,2,436.12,95,2,0,12,0,1,1,0,0,0,1,0,0,0
7,39.0,9.0,2547968.0,6.0,6.0,7.0,2.0,19.0,10.0,5.33,4.0,687.87,30.44,2,42.97,182.6312891667302,4,366.64,96,1,0,15,0,1,0,0,0,0,0,0,0,0
5,29.0,2.0,147499.6,2.0,2.0,12.0,2.0,9.0,0.0,4.21,1.0,1250.67,26.78,1,192.21,396.41,5,926.74,97,0,1,20,0,0,0,1,0,0,0,1,0,0
8,43.0,2.0,20005.22,8.0,3.0,6.0,4.0,22.0,20.0,18.33,13.0,1859.45,25.47,2,59.51,176.45,6,222.35,98,1,0,13,0,0,1,0,1,0,1,0,1,0
2,32.0,13.0,19795.52,7.0,10.0,34.0,8.0,15.0,22.0,22.79,15.0,3135.02,26.83,2,130.48,174.71,6,151.08,99,2,0,2,0,0,0,0,1,1,1,1,1,1
3,32.0,13.0,19795.52,7.0,10.0,34.0,8.0,15.0,21.0,22.79,15.0,3135.02,27.58,2,130.48,61.28,2,224.51,99,2,0,2,0,0,0,0,1,1,1,1,1,1
5,32.0,13.0,19795.52,7.0,10.0,34.0,8.0,15.0,21.0,22.79,15.0,3135.02,34.37,2,130.48,143.61,4,162.18,99,2,0,2,0,0,0,0,1,1,1,1,1,1
8,33.0,13.0,19795.52,7.0,10.0,34.0,8.0,14.0,21.0,22.79,15.0,3135.02,29.88,2,130.48,176.07,6,149.71,99,2,0,2,0,0,0,0,1,1,1,1,1,1
1,33.0,4.0,60938.13,10.0,8.0,31.0,8.0,24.0,18.0,12.49,9.0,3947.24,21.74,2,378.3,166.49,3,231.53,100,2,0,4,0,0,1,0,0,1,1,1,0,1
